Applicant Name,Job Role,Phone,Email,Companies Worked For,Years of Work Experience,Skills,Referees,LinkedIn Profile,Certifications,Education Background,Education Institutions
Taylor Wilson,,001-233-716-6328,fjohnston@example.org,"Public & Media, Adobe, Photo, Adobe, ##force, Microsoft Dynamics",12,"Creative Suite, A",No,https://linkedin.com/in/sgates,"SenditCertified, Training",Bachelor,"Public & Media, Adobe, Photo, Adobe, ##force, Microsoft Dynamics"
Brianna Smith,Manager,+1-841-232-9097x433,whiterichard@example.org,"IN, ##AL B, Product Development, Marketing and Sales, Development, Victorinox Swiss Army, Latin Market",12,"English, Spanish",No,https://linkedin.com/in/cherylfoster,Certified SQL,Diploma in IT,"IN, ##AL B, Product Development, Marketing and Sales, Development, Victorinox Swiss Army, Latin Market"
Natasha Hayes,,+1-826-567-7480x536,jasonmedina@example.com,"Navy, Marine Corps, 2nd Marine Division, Forward, 3rd Battalion, 2nd Marine Regiment, Navy, Marine Corps, 31st Marine Expeditionary Unit, 31st, Expeditionary Airfield, Supply",4,"Achievement Medal, Achievement, VMA, 211",No,https://linkedin.com/in/williamssteven,"Training,, Course, Course,, Training/, Training","Certificate, Certificate, Certificates/","Navy, Marine Corps, 2nd Marine Division, Forward, 3rd Battalion, 2nd Marine Regiment, Navy, Marine Corps, 31st Marine Expeditionary Unit, 31st, Expeditionary Airfield, Supply"
Foley,"Technician, Specialist,",589-433-4548,jenkinssean@example.com,"##NICI, Magna C, Lau, Chamberlain University, Aviation Electronic, Patrol Squadron Sixteen",7,"P, 3",No,https://linkedin.com/in/travis71,"Certification, Course, Training, Course,","Bachelors, Degree","##NICI, Magna C, Lau, Chamberlain University, Aviation Electronic, Patrol Squadron Sixteen"
Daniel Hobbs,Manager,001-966-300-2672x436,gonzaleseric@example.net,"Microsoft Office, CDK, A, Norman, Microsoft",8,"Out, Excel",No,https://linkedin.com/in/drakedaniel,Training,B.Sc. Computer Science,"Microsoft Office, CDK, A, Norman, Microsoft"
Mrs. Susan Bennett MD,"Specialist,",001-796-237-6972,stewartjustin@example.com,"Reading, Reading Department, National Writing Project, I",8,E,No,https://linkedin.com/in/brittneyjackson,Certified,B.Tech Mechanical,"Reading, Reading Department, National Writing Project, I"
Sabrina Bond,,508-756-8847,danielle05@example.net,Line,4,"English, Spanish",No,https://linkedin.com/in/lindsay97,Certified Machine Learning,Diploma in IT,Line
Diana Mclean,,3546661932,welchmaxwell@example.org,"Classical Seafood, ##un, Family",17,"C, ##ajun, Italian, French, American",No,https://linkedin.com/in/downsthomas,Certified Project Management,Ph.D. AI,"Classical Seafood, ##un, Family"
Leslie Lee,"Manager, Manager,, Managers",2008-2012,xvasquez@example.com,"U, JPAS, Word, PowerPoint, Excel, In, ##esign, Photoshop, ##P, Media, Hospital, InDesign, Project Manager, ##E, Project Manager, Bureau of International Narcotics and Law Enforcement Affairs Section, NAS, IN, TD",14,"English, Spanish, Prof, Macintosh, Windows Software, Microsoft Office, Out, Adobe Creative, ##oint",No,https://linkedin.com/in/jamescook,"Training,, Certifications","Diplomatic, Bachelors, Bachelors, Diploma, Diploma","U, JPAS, Word, PowerPoint, Excel, In, ##esign, Photoshop, ##P, Media, Hospital, InDesign, Project Manager, ##E, Project Manager, Bureau of International Narcotics and Law Enforcement Affairs Section, NAS, IN, TD"
Patrick Reyes,Manager,+1-490-426-7846,annettemarquez@example.com,"Management, BPO, General Management, P & L, ASURION, CMP, ASUR, P & L, BR, Labs, Google, Thomas",1,Machine Learning,No,https://linkedin.com/in/uwilliams,Certified Project Management,Bachelor,"Management, BPO, General Management, P & L, ASURION, CMP, ASUR, P & L, BR, Labs, Google, Thomas"
John Mcdaniel,"Engineering,, Engineering-Information, Engineer, Engineer,, Developers, Analyst-Intern/Contractor, Engineering, Analyst",231.746.3445,donna24@example.org,"Agile Software Development, ISTQ, Software Testing and Quality Assurance, Ji, Microsoft, Microsoft Project",13,"Profile, Software Testing, Plans, G, Integration, Table, C, C, C, Java, JavaScript, Windows PowerShell, XML, Se, Google, B, ##ni, Office, Open Office Database, SQL, SQL, Windows 8, 1, Linux, OS X",No,https://linkedin.com/in/rivasdavid,Training,"Master, Master, Bachelor, Bachelor","Agile Software Development, ISTQ, Software Testing and Quality Assurance, Ji, Microsoft, Microsoft Project"
Theresa Hartman,"Technician, Specialist, Specialist.",(917)811-6983x7353,ogriffin@example.org,"P, ##SK, P, County, N, S, S, S, S, S, Extension, S, ##P, S, Arkansas",17,"Microsoft Office, S, ##P, Ed Program, S, ##P, Information Management System, Rights",No,https://linkedin.com/in/phillipsilva,"Coursework, Training","Degree, Master, Bachelor","P, ##SK, P, County, N, S, S, S, S, S, Extension, S, ##P, S, Arkansas"
Roger Thilmony,Technician,(286)622-7339,roger.thilmony@ars.usda.gov,"Biological Science, City, Courier City, State, com, and Training Contra Costa College, Science, State Political Science Contra Costa College, ##al",4.0,Project Management,No,https://linkedin.com/in/williamssteven,Training,Ph.D. AI,"Biological Science, City, Courier City, State, com, and Training Contra Costa College, Science, State Political Science Contra Costa College, ##al"
Jose Cole,"Specialist, Technicians",(277)327-8002,nancy82@example.net,"Boeing, Airbus, Bombardier, Dornier, Lockheed, Flightstar",15.0,MS,Yes,https://linkedin.com/in/pduffy,"Course, Training","Certificate, Certificate, Certificate, Certificate, Diploma","Boeing, Airbus, Bombardier, Dornier, Lockheed, Flightstar"
Jessica Walker,"Manager, Consultant,, Specialist",(724)402-1236x052,crawfordyolanda@example.org,DBE,13,"Microsoft Excel, Microsoft Word, Microsoft Outlook, English, Spanish, Microsoft Office, Word, Excel, Outlook",No,https://linkedin.com/in/jamiebell,Training,Diploma,DBE
Michele Becker,Technician,5764876925,lisaellis@example.com,"##CH, AC Motors, ##p, Hi, ##vision, MS, State, AC",3,"C, S20, E, ##ki",No,https://linkedin.com/in/kristenlopez,Training,Diploma in IT,"##CH, AC Motors, ##p, Hi, ##vision, MS, State, AC"
Kelsey Mcpherson,"Technician, Engineering, Specialist.","2017
2016",tamaraschultz@example.net,"Dr, MP, MP, Systems, ##face",4,SQL,No,https://linkedin.com/in/esmith,Training,Bachelor,"Dr, MP, MP, Systems, ##face"
Barbara Carroll,"Manager, Analysts., Manager,, Analysts, Analyst",001-303-853-6510,arodriguez@example.net,"SENI, ##CI, Mo, ##ge Banking Technology, Tower, T & M, Technology, Technology, T & M, Chase, CS, Mo, Banking Technology, Chase, Technology, Technology, LOB",17,Project Management,No,https://linkedin.com/in/bensonaaron,Certified Project Management,Ph.D. AI,"SENI, ##CI, Mo, ##ge Banking Technology, Tower, T & M, Technology, Technology, T & M, Chase, CS, Mo, Banking Technology, Chase, Technology, Technology, LOB"
Russell Calhoun,"Manager, Analyst",2003-2007,brooke73@example.net,"People Management, Internal, External Partners, Management, Executives and Management, Servic, Systems, Chase, Bureau, SL, Chase",12,Cloud Computing,No,https://linkedin.com/in/johnnyanderson,Certified Machine Learning,"Bachelors, Bachelor","People Management, Internal, External Partners, Management, Executives and Management, Servic, Systems, Chase, Bureau, SL, Chase"
Alexander Leonard,"Consultant, Consultant,",727-843-6591,michaelallen@example.com,"Department, Department, Department, Department, Department, Department, News To Grow On, Iowa, Agriculture, N, NASDA, National Association of State Departments of Agriculture, U, . Food Expo, FDA, Food and Drug Administration, Monkey, ##ox Inter, ##ncy Work Group, Federal, State, Administration, University, Administration, Moines, College, Indiana, Iowa Council",14,Award,No,https://linkedin.com/in/sdelgado,Certified SQL,"Degree, Degree, Certificate","Department, Department, Department, Department, Department, Department, News To Grow On, Iowa, Agriculture, N, NASDA, National Association of State Departments of Agriculture, U, . Food Expo, FDA, Food and Drug Administration, Monkey, ##ox Inter, ##ncy Work Group, Federal, State, Administration, University, Administration, Moines, College, Indiana, Iowa Council"
Kimberly Dudley,"Specialist, Analyst, Manager",815-635-8027,sandra90@example.com,"Dotcom, Media / Publishing, & Data Analysis, Excel, Word, Powerpoint, Out, ##force, Microsoft Dynamics N, Healthcare, Ex",4,"Microsoft Office, ##look",No,https://linkedin.com/in/hoodkayla,Certified Python,"Master, Bachelor","Dotcom, Media / Publishing, & Data Analysis, Excel, Word, Powerpoint, Out, ##force, Microsoft Dynamics N, Healthcare, Ex"
Cynthia Davis,"Manager, Manager., Engineers), Engineer, Engineer,",215.538.6804x64057,linda16@example.org,"QA, Q, EPC Contract, C, ##HNIP, Exxon, ADMA, OPC, Abu Dhabi National oil Company Group, Su, Valeo, Leoni, Continental, Renault, P, ##eugeot, BMW, Project Management, Q, Q, Q, Oil & Gas / Automotive Industries, MS Office, MS Out, MS, Pascal, Catia, PD, AM, Sigma, KANBA, Su, ASME, API, ASTM, Bureau Veritas Abu Dhabi, ADMA, O, Zakum Elec, ##fication, ADMA, OPC, AD",13,"Subsea 7, Windows, ISO9001",No,https://linkedin.com/in/johnsonashley,Certifications,"Diploma;, Diploma, Master's, Degree, Diploma, Certificate","QA, Q, EPC Contract, C, ##HNIP, Exxon, ADMA, OPC, Abu Dhabi National oil Company Group, Su, Valeo, Leoni, Continental, Renault, P, ##eugeot, BMW, Project Management, Q, Q, Q, Oil & Gas / Automotive Industries, MS Office, MS Out, MS, Pascal, Catia, PD, AM, Sigma, KANBA, Su, ASME, API, ASTM, Bureau Veritas Abu Dhabi, ADMA, O, Zakum Elec, ##fication, ADMA, OPC, AD"
Courtney Barnes,,254-684-3574,james49@example.org,"Dell, Dell, Colorado State University, Em, Leaders Program, State, Global Strategic, ##edI, State, Dell, Institution, Miami, Exchange, Samsung",1,"Stars Trip, Southern",No,https://linkedin.com/in/tonyaroberts,Certified Cloud Computing,Ph.D. AI,"Dell, Dell, Colorado State University, Em, Leaders Program, State, Global Strategic, ##edI, State, Dell, Institution, Miami, Exchange, Samsung"
James Ayala,Manager.,001-207-582-3646x4789,elliottedward@example.org,"Community Bank, Mo, Executive Committee, Len, Mo, ##gage, Consumer Loan Platform, ##bt Management, BakerHill Commercial Software, Mo, ##gageBot, DecisionPro, Commercial Lo, I, of, G, ##SBDC, NYBDC, Commercial Len, Syracuse",1,"Co, Plan",No,https://linkedin.com/in/jasmine82,Coursework,"Certificate, Diploma","Community Bank, Mo, Executive Committee, Len, Mo, ##gage, Consumer Loan Platform, ##bt Management, BakerHill Commercial Software, Mo, ##gageBot, DecisionPro, Commercial Lo, I, of, G, ##SBDC, NYBDC, Commercial Len, Syracuse"
Alex D,,302) 241-7315,ameredith@desu.edu,"B, ##HAVIORAL, State, College, ##ic, Summer A, ##ri - Science Institute, College of Agriculture and Related Sciences, MonSanto Agriculture Future of America, AFA, USD, AP, Mount, Delaware, Transportation, Del, Delaware, State, CSI, Delaware, State University",3,"For, ##ens, Botany Day",No,https://linkedin.com/in/melissapollard,Training,"Master, Master, Bachelor","B, ##HAVIORAL, State, College, ##ic, Summer A, ##ri - Science Institute, College of Agriculture and Related Sciences, MonSanto Agriculture Future of America, AFA, USD, AP, Mount, Delaware, Transportation, Del, Delaware, State, CSI, Delaware, State University"
Tina Andrade,,9906989920,isaac50@example.org,"Federal Aviation Administration, People Group, Group, Greater Boston Federal, Greater Boston Federal",15,Machine Learning,No,https://linkedin.com/in/richardsamanda,"Course, Courses:, Training",Certificates,"Federal Aviation Administration, People Group, Group, Greater Boston Federal, Greater Boston Federal"
Tiffany Key,"Manager, Managers, Specialist, Manager,, Analyst",001-873-699-2793,smithjohn@example.com,"MS Office, BB & T, Lo, Officers, ML, M, M, Regional Production Support Teams, RPST, Construction Permanent, CP, R, UniF, ML, GM, BB & T",4,G,No,https://linkedin.com/in/claudia71,"Course, Training",Diploma in IT,"MS Office, BB & T, Lo, Officers, ML, M, M, Regional Production Support Teams, RPST, Construction Permanent, CP, R, UniF, ML, GM, BB & T"
Raymond Garcia,"Manager, Managerial, Managerial,, Managers, Managerial.Â, Manager/Assistant, Manager,, Analyst",(783)340-4178x1520,sararodriguez@example.com,"E, Telxon, Lotus Notes",3,Cybersecurity,No,https://linkedin.com/in/brianedwards,"Certification, Teaching,Training, Training",Diploma,"E, Telxon, Lotus Notes"
Patricia Smith,"Consultant/Property, Engineer/Upper",001-608-749-4593x6029,campbellmarissa@example.org,"P, ##eachtree for Manufacturing, Quickbooks Pro",16,Python,No,https://linkedin.com/in/samantha64,Certified Cloud Computing,B.Tech Mechanical,"P, ##eachtree for Manufacturing, Quickbooks Pro"
Travis Williams,Analyst,9464593067,fgarrison@example.org,"Banking, Investment Banking, Investment Banking, Investment Banking, Investment Banking, Banking",9,Data Analysis,No,https://linkedin.com/in/michael31,Certified Data Analysis,Bachelor,"Banking, Investment Banking, Investment Banking, Investment Banking, Investment Banking, Banking"
Ethan Miller,"Manager/, Manager, Manager., Manager,, Specialist,",+1-215-725-2393,ryanmorris@example.net,"Board of Directors, As, Online, Rep, Western Unions, ETC, QCD",16,"Re, New A, ##unt A",No,https://linkedin.com/in/qflores,"Certified., Courses),, Training","Certificate, Certificate","Board of Directors, As, Online, Rep, Western Unions, ETC, QCD"
Michelle Macdonald,Specialist,956.921.5732,ethan50@example.com,Capital Ford,10,"Me, ##dicaid, Me, ##dicaid, Me, ##dicaid",No,https://linkedin.com/in/mgould,Certified Cloud Computing,B.Tech Mechanical,Capital Ford
James Garrison,Manager,001-419-497-2558,martingregory@example.org,"##PREN, Airport Operations, State",16,Machine Learning,No,https://linkedin.com/in/khenry,"Coursework, Training",Bachelor,"##PREN, Airport Operations, State"
Donna Robles,"Specialist, Analyst,Â, Analyst",001-743-993-5196x315,olsonnathan@example.net,"U. S Navy, Marine Corp, ##BOOK, Research Air, Navy, ##P, Advanced, AS, AS, AS, AS",17,"Sky, Linux, Standard Operating Procedure, Skill Management, AS",No,https://linkedin.com/in/wcurtis,"Training,, Certifications, Courses","Diploma, Degree, Certificate","U. S Navy, Marine Corp, ##BOOK, Research Air, Navy, ##P, Advanced, AS, AS, AS, AS"
Katie Barker,,(658)475-6587,kristen47@example.com,"Software, Ballet and Barre In, High School",9,Ballet,No,https://linkedin.com/in/westsamuel,Certified Project Management,M.Sc. Data Science,"Software, Ballet and Barre In, High School"
Charles Simmons,Manager,592.560.7123x16075,ebaker@example.org,"Language, Language",7,"Voyager Reading, Standard of Learning",No,https://linkedin.com/in/william88,Certified Cloud Computing,"Master, Bachelor","Language, Language"
Dana Martinez,Manager,9462127266,mikesmith@example.org,Apple,19,"Spanish, English, ESL, E, Spanish",Yes,https://linkedin.com/in/adamspatrick,Certified Python,B.Sc. Computer Science,Carnegie Mellon
Amy Reed,"Technician, Manager, Consultant, Specialist",(639)490-1292,michaelnixon@example.net,"Security, IBM, P, AT & T Fr, Re, AT & T, Microsoft",11,"2003, Windows, UNIX Server",No,https://linkedin.com/in/sbell,Certified,Bachelors,"Security, IBM, P, AT & T Fr, Re, AT & T, Microsoft"
Cheryl Jackson,"Analyst,, Analyst",703) 305-1465,Cheryl.Lewis@fns.usda.gov,"Stakeholder Relations Branch, Food and Nutrition Service, FNS, Microsoft PowerPoint, Word, Excel, OnStream Media, ReadyTalk, Camtasia, Adobe Photoshop, Drupal, Basecamp, V, ##ici, Survey Monkey, Social Media Channel, U. S. Department of Agriculture Food Waste Challenge, Nutrition, Nutrition, Office of External and Governmental Affairs, State, FNS, FNS",12,"Initiative, National Green Schools Conference, Team, Healthier US School Challenge",No,https://linkedin.com/in/pereztim,Certified SQL,"Masters, Bachelors","Stakeholder Relations Branch, Food and Nutrition Service, FNS, Microsoft PowerPoint, Word, Excel, OnStream Media, ReadyTalk, Camtasia, Adobe Photoshop, Drupal, Basecamp, V, ##ici, Survey Monkey, Social Media Channel, U. S. Department of Agriculture Food Waste Challenge, Nutrition, Nutrition, Office of External and Governmental Affairs, State, FNS, FNS"
